,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento
7288,2016-06-28,1173671,N,ES,V,77,2013-09-09,0,33,1,,1.0,A,S,N,,KFC,N,1,46.0,VALENCIA,1,  270919.32,02 - PARTICULARES
7289,2016-06-28,1173672,N,ES,V,22,2013-09-09,0,33,1,,1.0,I,S,S,,KFC,N,1,9.0,BURGOS,0,         NA,02 - PARTICULARES
7290,2016-06-28,1173673,N,ES,V,30,2013-09-09,0,33,1,,1.0,A,S,N,,KFC,N,1,35.0,"PALMAS, LAS",1,  151239.15,03 - UNIVERSITARIO
7291,2016-06-28,1173675,N,ES,H,42,2013-09-09,0,16,1,,1.0,A,S,N,,KHL,N,1,35.0,"PALMAS, LAS",1,   59668.92,02 - PARTICULARES
7292,2016-06-28,1173676,N,ES,H,49,2013-09-09,0,33,1,,1.0,I,S,N,,KFC,N,1,8.0,BARCELONA,0,   85726.95,02 - PARTICULARES
7293,2016-06-28,1173677,N,ES,H,39,2013-09-09,0,33,1,,1.0,A,S,S,,KFC,N,1,29.0,MALAGA,1,   46539.51,02 - PARTICULARES
7294,2016-06-28,1173680,N,ES,V,22,2013-09-09,0,33,1,,1.0,I,S,N,,KFC,N,1,12.0,CASTELLON,0,         NA,02 - PARTICULARES
7295,2016-06-28,1173681,N,ES,V,38,2013-09-09,0,33,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,         NA,02 - PARTICULARES
7296,2016-06-28,1173683,N,ES,V,54,2013-09-09,0,33,1,,1.0,A,S,N,,KFC,N,1,28.0,MADRID,1,  168819.42,02 - PARTICULARES
7297,2016-06-28,1176561,N,ES,H,25,2013-09-16,0,33,1,,1.0,I,S,N,,KHE,N,1,28.0,MADRID,0,  226192.50,03 - UNIVERSITARIO
7298,2016-06-28,1166683,N,ES,H,25,2013-08-14,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   60590.73,03 - UNIVERSITARIO
7299,2016-06-28,1166681,N,ES,H,22,2013-08-14,0,34,1,,1.0,I,S,N,,KHE,N,1,6.0,BADAJOZ,0,   90855.87,03 - UNIVERSITARIO
7300,2016-06-28,1161154,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7301,2016-06-28,1161155,N,ES,V,31,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,         NA,03 - UNIVERSITARIO
7302,2016-06-28,1161156,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,30.0,MURCIA,1,   78852.96,03 - UNIVERSITARIO
7303,2016-06-28,1161157,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,12.0,CASTELLON,1,   91410.78,03 - UNIVERSITARIO
7304,2016-06-28,1161158,N,ES,H,46,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,0,   77590.77,02 - PARTICULARES
7305,2016-06-28,1161159,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,0,  119455.92,03 - UNIVERSITARIO
7306,2016-06-28,1161161,N,ES,V,28,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,43.0,TARRAGONA,0,   96097.35,03 - UNIVERSITARIO
7307,2016-06-28,1161162,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   39307.23,03 - UNIVERSITARIO
7308,2016-06-28,1161163,N,ES,H,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,   74260.35,03 - UNIVERSITARIO
7309,2016-06-28,1161164,N,ES,V,28,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,  107360.94,03 - UNIVERSITARIO
7310,2016-06-28,1161165,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   55052.67,03 - UNIVERSITARIO
7311,2016-06-28,1161153,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,         NA,03 - UNIVERSITARIO
7312,2016-06-28,1161166,N,ES,V,27,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,         NA,03 - UNIVERSITARIO
7313,2016-06-28,1161168,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,0,         NA,03 - UNIVERSITARIO
7314,2016-06-28,1161169,N,ES,H,40,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,  150119.70,02 - PARTICULARES
7315,2016-06-28,1161170,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   61288.23,03 - UNIVERSITARIO
7316,2016-06-28,1161171,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   50246.22,03 - UNIVERSITARIO
7317,2016-06-28,1161172,N,ES,H,56,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  105920.22,02 - PARTICULARES
7318,2016-06-28,1161173,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   56432.76,03 - UNIVERSITARIO
7319,2016-06-28,1161174,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7320,2016-06-28,1161175,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   54285.30,03 - UNIVERSITARIO
7321,2016-06-28,1161176,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,  289621.32,03 - UNIVERSITARIO
7322,2016-06-28,1161177,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   63804.72,03 - UNIVERSITARIO
7323,2016-06-28,1161178,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,S,,KHE,N,1,8.0,BARCELONA,0,         NA,03 - UNIVERSITARIO
7324,2016-06-28,1161167,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   88299.00,03 - UNIVERSITARIO
7325,2016-06-28,1161152,N,ES,V,30,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,3.0,ALICANTE,1,   98397.72,03 - UNIVERSITARIO
7326,2016-06-28,1161151,N,ES,H,48,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   79770.78,02 - PARTICULARES
7327,2016-06-28,1161150,N,ES,H,56,2013-08-09,0,34,1,,1.0,I,S,S,,KHE,N,1,30.0,MURCIA,0,   42051.36,02 - PARTICULARES
7328,2016-06-28,1161123,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   23820.48,03 - UNIVERSITARIO
7329,2016-06-28,1161124,N,ES,H,26,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,46.0,VALENCIA,1,   70639.08,03 - UNIVERSITARIO
7330,2016-06-28,1161125,N,ES,V,22,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,1,  270938.79,03 - UNIVERSITARIO
7331,2016-06-28,1161126,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,         NA,03 - UNIVERSITARIO
7332,2016-06-28,1161127,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,43.0,TARRAGONA,0,         NA,03 - UNIVERSITARIO
7333,2016-06-28,1161128,N,ES,V,31,2013-08-09,0,23,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,   39023.97,03 - UNIVERSITARIO
7334,2016-06-28,1161129,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   62748.06,03 - UNIVERSITARIO
7335,2016-06-28,1161130,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  579890.22,03 - UNIVERSITARIO
7336,2016-06-28,1161131,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   83944.02,03 - UNIVERSITARIO
7337,2016-06-28,1161132,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   78591.78,03 - UNIVERSITARIO
7338,2016-06-28,1161134,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,2.0,ALBACETE,1,  117971.91,03 - UNIVERSITARIO
7339,2016-06-28,1161135,N,ES,V,53,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,0,  101906.25,02 - PARTICULARES
7340,2016-06-28,1161136,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,         NA,03 - UNIVERSITARIO
7341,2016-06-28,1161137,N,ES,H,24,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,   50508.21,03 - UNIVERSITARIO
7342,2016-06-28,1161138,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   63504.39,03 - UNIVERSITARIO
7343,2016-06-28,1161139,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,1,  171345.63,03 - UNIVERSITARIO
7344,2016-06-28,1161140,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,6.0,BADAJOZ,0,   28767.81,03 - UNIVERSITARIO
7345,2016-06-28,1161141,N,ES,H,42,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  133879.50,02 - PARTICULARES
7346,2016-06-28,1161142,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,0,   95053.47,03 - UNIVERSITARIO
7347,2016-06-28,1161143,N,ES,V,24,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,  114594.75,03 - UNIVERSITARIO
7348,2016-06-28,1161144,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   55273.05,03 - UNIVERSITARIO
7349,2016-06-28,1161145,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,         NA,03 - UNIVERSITARIO
7350,2016-06-28,1161146,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,         NA,03 - UNIVERSITARIO
7351,2016-06-28,1161147,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,13.0,CIUDAD REAL,0,   39882.39,03 - UNIVERSITARIO
7352,2016-06-28,1161149,N,ES,H,28,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,0,  105449.64,03 - UNIVERSITARIO
7353,2016-06-28,1161179,N,ES,H,27,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,1,   45199.29,03 - UNIVERSITARIO
7354,2016-06-28,1161122,N,ES,H,50,2013-08-09,0,34,1,,1.0,A,S,S,,KHE,N,1,15.0,"CORUÑA, A",1,   38301.24,02 - PARTICULARES
7355,2016-06-28,1161180,N,ES,V,30,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,   90461.67,03 - UNIVERSITARIO
7356,2016-06-28,1161182,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  101948.91,03 - UNIVERSITARIO
7357,2016-06-28,1161214,N,ES,V,26,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,         NA,03 - UNIVERSITARIO
7358,2016-06-28,1161215,N,ES,V,27,2013-08-09,0,34,1,,1.0,I,S,S,,KHE,N,1,46.0,VALENCIA,0,         NA,03 - UNIVERSITARIO
7359,2016-06-28,1161216,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,21.0,HUELVA,0,   42842.13,03 - UNIVERSITARIO
7360,2016-06-28,1161217,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7361,2016-06-28,1161218,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,         NA,03 - UNIVERSITARIO
7362,2016-06-28,1161219,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,1,  168907.23,03 - UNIVERSITARIO
7363,2016-06-28,1161220,N,ES,V,33,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,30.0,MURCIA,1,         NA,03 - UNIVERSITARIO
7364,2016-06-28,1161221,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   50440.23,03 - UNIVERSITARIO
7365,2016-06-28,1161222,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,   47462.76,03 - UNIVERSITARIO
7366,2016-06-28,1161223,N,ES,H,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   49921.47,03 - UNIVERSITARIO
7367,2016-06-28,1161224,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,   85129.20,03 - UNIVERSITARIO
7368,2016-06-28,1161213,N,ES,V,30,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,0,   67636.44,03 - UNIVERSITARIO
7369,2016-06-28,1161225,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  127419.36,03 - UNIVERSITARIO
7370,2016-06-28,1161227,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  140060.34,03 - UNIVERSITARIO
7371,2016-06-28,1161228,N,ES,V,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   64252.89,03 - UNIVERSITARIO
7372,2016-06-28,1161229,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,32.0,OURENSE,1,   48755.49,03 - UNIVERSITARIO
7373,2016-06-28,1161230,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  131365.32,03 - UNIVERSITARIO
7374,2016-06-28,1161231,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,   74830.38,03 - UNIVERSITARIO
7375,2016-06-28,1161232,N,ES,V,27,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   64381.29,03 - UNIVERSITARIO
7376,2016-06-28,1161233,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,  113193.00,03 - UNIVERSITARIO
7377,2016-06-28,1161234,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  128206.59,03 - UNIVERSITARIO
7378,2016-06-28,1161235,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,   97529.46,03 - UNIVERSITARIO
7379,2016-06-28,1161236,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,3.0,ALICANTE,1,   31424.01,03 - UNIVERSITARIO
7380,2016-06-28,1161237,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,32.0,OURENSE,1,  176094.93,03 - UNIVERSITARIO
7381,2016-06-28,1161226,N,ES,V,25,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,   45583.95,03 - UNIVERSITARIO
7382,2016-06-28,1161212,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,  225472.41,03 - UNIVERSITARIO
7383,2016-06-28,1161211,N,ES,V,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   70564.62,03 - UNIVERSITARIO
7384,2016-06-28,1161210,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  111451.92,03 - UNIVERSITARIO
7385,2016-06-28,1161183,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,30.0,MURCIA,1,   77838.18,03 - UNIVERSITARIO
7386,2016-06-28,1161184,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,3.0,ALICANTE,1,  101906.25,03 - UNIVERSITARIO
7387,2016-06-28,1161185,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,  109058.37,03 - UNIVERSITARIO
7388,2016-06-28,1161186,N,ES,H,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   43652.91,03 - UNIVERSITARIO
7389,2016-06-28,1161188,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,   65520.72,03 - UNIVERSITARIO
7390,2016-06-28,1161189,N,ES,H,27,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7391,2016-06-28,1161190,N,ES,H,22,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7392,2016-06-28,1161191,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,36.0,PONTEVEDRA,0,         NA,03 - UNIVERSITARIO
7393,2016-06-28,1161192,N,ES,H,27,2013-08-09,0,34,1,,1.0,A,S,S,,KHE,N,1,12.0,CASTELLON,1,   52688.16,03 - UNIVERSITARIO
7394,2016-06-28,1161193,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,7.0,"BALEARS, ILLES",0,         NA,03 - UNIVERSITARIO
7395,2016-06-28,1161194,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,   98032.44,03 - UNIVERSITARIO
7396,2016-06-28,1161195,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   78130.86,03 - UNIVERSITARIO
7397,2016-06-28,1161196,N,ES,H,22,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,   39424.23,03 - UNIVERSITARIO
7398,2016-06-28,1161198,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,12.0,CASTELLON,1,   72923.58,03 - UNIVERSITARIO
7399,2016-06-28,1161199,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7400,2016-06-28,1161200,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
7401,2016-06-28,1161201,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,36.0,PONTEVEDRA,1,   77311.53,03 - UNIVERSITARIO
7402,2016-06-28,1161202,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   84352.89,03 - UNIVERSITARIO
7403,2016-06-28,1161203,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  107702.58,03 - UNIVERSITARIO
7404,2016-06-28,1161204,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,7.0,"BALEARS, ILLES",0,   48879.57,03 - UNIVERSITARIO
7405,2016-06-28,1161205,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,50.0,ZARAGOZA,0,   79125.87,03 - UNIVERSITARIO
7406,2016-06-28,1161206,N,ES,H,22,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,32.0,OURENSE,1,   55863.00,03 - UNIVERSITARIO
7407,2016-06-28,1161207,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,46.0,VALENCIA,1,  214719.27,03 - UNIVERSITARIO
7408,2016-06-28,1161208,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,32.0,OURENSE,0,         NA,03 - UNIVERSITARIO
7409,2016-06-28,1161209,N,ES,H,24,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,0,   43841.58,03 - UNIVERSITARIO
7410,2016-06-28,1161181,N,ES,H,22,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,12.0,CASTELLON,1,   71615.73,03 - UNIVERSITARIO
7411,2016-06-28,1161238,N,ES,H,26,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,46.0,VALENCIA,0,         NA,03 - UNIVERSITARIO
7412,2016-06-28,1161121,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,17.0,GIRONA,0,  121252.05,03 - UNIVERSITARIO
7413,2016-06-28,1161119,N,ES,H,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,  103314.48,03 - UNIVERSITARIO
7414,2016-06-28,1161028,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,7.0,"BALEARS, ILLES",0,         NA,03 - UNIVERSITARIO
7415,2016-06-28,1161029,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,1,   49283.25,03 - UNIVERSITARIO
7416,2016-06-28,1161030,N,ES,H,29,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  116483.82,03 - UNIVERSITARIO
7417,2016-06-28,1161031,N,ES,V,24,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,28.0,MADRID,1,   59279.79,03 - UNIVERSITARIO
7418,2016-06-28,1161032,N,ES,V,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,17.0,GIRONA,0,  122446.74,03 - UNIVERSITARIO
7419,2016-06-28,1161033,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,28.0,MADRID,1,  493556.49,03 - UNIVERSITARIO
7420,2016-06-28,1161034,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   65199.42,03 - UNIVERSITARIO
7421,2016-06-28,1161035,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  156606.60,03 - UNIVERSITARIO
7422,2016-06-28,1161036,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  102198.33,03 - UNIVERSITARIO
7423,2016-06-28,1161037,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,32.0,OURENSE,1,         NA,03 - UNIVERSITARIO
7424,2016-06-28,1161038,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  163257.87,03 - UNIVERSITARIO
7425,2016-06-28,1161027,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   62146.47,03 - UNIVERSITARIO
7426,2016-06-28,1161039,N,ES,H,84,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",0,   82300.98,02 - PARTICULARES
7427,2016-06-28,1161041,N,ES,H,28,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,8.0,BARCELONA,1,  220337.13,03 - UNIVERSITARIO
7428,2016-06-28,1161042,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,27.0,LUGO,1,   98401.47,03 - UNIVERSITARIO
7429,2016-06-28,1161043,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  199406.16,03 - UNIVERSITARIO
7430,2016-06-28,1161044,N,ES,V,25,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   64359.57,03 - UNIVERSITARIO
7431,2016-06-28,1161045,N,ES,V,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  180703.20,03 - UNIVERSITARIO
7432,2016-06-28,1161046,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,   66303.45,03 - UNIVERSITARIO
7433,2016-06-28,1161047,N,ES,H,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,   81581.28,03 - UNIVERSITARIO
7434,2016-06-28,1161048,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,   86489.67,03 - UNIVERSITARIO
7435,2016-06-28,1161049,N,ES,V,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,  241037.34,03 - UNIVERSITARIO
7436,2016-06-28,1161050,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,11.0,CADIZ,0,   62922.69,03 - UNIVERSITARIO
7437,2016-06-28,1161053,N,ES,V,24,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  223248.84,03 - UNIVERSITARIO
7438,2016-06-28,1161040,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  143574.51,03 - UNIVERSITARIO
7439,2016-06-28,1161026,N,ES,H,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,8.0,BARCELONA,0,  101110.56,03 - UNIVERSITARIO
7440,2016-06-28,1161025,N,ES,H,22,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,25.0,LERIDA,0,   51721.02,03 - UNIVERSITARIO
7441,2016-06-28,1161024,N,ES,H,23,2013-08-09,0,34,1,,1.0,A,S,N,,KHE,N,1,45.0,TOLEDO,1,  114682.50,03 - UNIVERSITARIO
7442,2016-06-28,1160999,N,ES,H,28,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,15.0,"CORUÑA, A",1,         NA,03 - UNIVERSITARIO
7443,2016-06-28,1161000,N,ES,V,23,2013-08-09,0,34,1,,1.0,I,S,N,,KHE,N,1,12.0,CASTELLON,0,         NA,03 - UNIVERSITARIO
